,Unnamed: 0,type,category,star,review_
112,113,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,너무너무너무좋아요  배송빠르고 모난데없이 잘 왔어요 
113,114,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,가볒게 사용할거라 만족스럽습니다 
114,115,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,잘 받았습니다  잘 사용하고 있어요 
115,116,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,잘쓰고있습니다  생활이 편리해짐요
116,117,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,저렴하고 좋습니다 잘 사용할게요
117,118,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,매우 만족하며 잘 쓰고있습니다
118,119,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송도빠르고저렴히잘샀어요
119,120,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,가볍고 예쁘고 좋아요
120,121,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,맥북에어 그자체 
121,122,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,잘받았습니당    
122,123,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,제품 잘 받았습니다  포장도 꼼꼼하게 잘 되어서 도착했고  제품도 좋습니다  특히 스페이스그레이 색상이 마음에 듭니다  맥북은 처음이라 익숙해지는데 시간이 좀 필요할 것 같네요  제품 만족합니다  많이 파세요 
123,124,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,물건 잘 받았습니다 배송도 빠르고 좋아요 
124,125,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,예뻐요    할인받아서 잘샀고 배송빨라서 좋았구요 너무예쁩니다    
125,126,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,물건 잘 받았습니다 배송도 빠르고 좋아요 저렴한 가격에 잘 구입했네요   
126,127,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송도 빠르고 좋네요 처음 사용이라 익숙해지는데 시간이 걸리겠지만요
127,128,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,급하게 필요했는데 배송 빨라서 좋았어요
128,129,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,왜 미루면서 그동안 안샀을가  바보야  
129,130,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,업그레이드 완료 감사합니다
130,131,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,이게 안좋을 수가 있나요 
131,132,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,너무 만족합니다
132,133,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,아주 만족합니다  
133,134,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,싸게 잘샀어요    
134,135,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송 엄청 빠르네요 만족합니다 잘쓸게요 
135,136,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,빠른배송과 저렴하게 구입해서 너무 만족스럽습니다  
136,137,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,맥북쓰는 나시키 너무 힙하고 멋짐 뿜뿜
137,138,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,폰이 실버이다보니 질려서 스그로 구매했는데 한달 넘은 지금까지도 부둥부둥 아끼면서 사용하고있습니다  소음도 거의 없고 단축키도 많이 익숙해졌어여     특히 트랙패드    없이는 못산다
138,139,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,잘 쓰고 있습니다 맥북최고  
139,140,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송도 빠르고 좋습니당   
140,141,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,너무 좋아용 또 사고 싶은
141,142,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,빠른배송  높은가성비 
142,143,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,말해 모해요 넘나이쁨
143,144,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,최고예요  인터넷으로 시키는거라 제조년월 예전 거 오면 어쩌나 했는데 한 달 전 제품이 왔네요 너무 예쁘고 좋아요 스페이스 그레이 강추 
144,145,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,생각보다 너무 빠르게 배송이 왔네요  맥북은 처음 써보는데 윈도우와 달라서 적응중입니다  그래도 안정적이고 너무 좋아요
145,146,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송이 엄청빨랐어요   원하던 제품을 제때 받게되어서 너무 좋습니다  얼른 사용해보고 싶메요  
146,147,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송은 빨리 해주셨는데 택배사에서 늦었네여 하지만 아주 좋습니다 싸게 잘 구매해서 좋어요 
147,148,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,좋이요 빠른배송 감사합니다
148,149,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송도 빠르고  무엇보다 안전하게 좋은제품으로 왔어요   
149,150,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,저렴하게 잘 구매해서 잘 사용하고 있습니다    
150,151,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,종아요 아이폰 호환도 잘되고 가성비 짱입니다
151,152,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,너무 이쁘고 성능좋고  배송빠르고 
152,153,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,외관 좋고 속도도 빠르고 좋습니다
153,154,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,애플의 기기는 언제나 만족스럽습니다  다만  애플의 서비스는 착함을 위장한 불편함이 늘 있네요  배송이 좀 아쉽네요 
154,155,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,고장없이 아주잘쓰고있어요
155,156,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송도 빠르고 너무 이뻐요
156,157,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송이 빨라서 좋습니다 
157,158,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송도 빠르고 좋습니다
158,159,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,개좋아연 빠른배송감사
159,160,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,아주 좋아요   _
160,161,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,제품 잘 받았습니다 
161,162,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송 잘 받았어요 
162,163,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,맥북만세 만만만세           
163,164,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송도 빠르고 제품도 아주 좋습니다  만족합니다  
164,165,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,빠르고 안전하게 배송돼서 왔어요  적응 기간이 필요하지만 남편이 만족해 합니다  가방은 따로 구입한거에요 
165,166,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,업무용도로 회사에서 샀어요  담당자들이 아주 행복해합니다 
166,167,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,회사에서 업무용으로 샀어요   담당자들이 아주 좋아해요 
167,168,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,저렴하게 구매했어요  항상주문하는 상품이에요 
168,169,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송빠르고 너무 예뻐요  패키징역시 완벽하네요
169,170,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송도 좋은데 쬐금 늦었어요성능이야 최고죠  
170,171,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송 괜츈 제품도 잘옴 기계문제도 없음
171,172,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송도 빠르고 너무 가성비 좋아요
172,173,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,너무좋아요 다음에도 구입할꼐요
173,174,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,잘 쓰겠습니다 예쁘고 좋아요
174,175,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,감사합니다    잘 사용 할게요
175,176,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,다른 말이 필요없는 디자인
176,177,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,소문대로 너무 좋네요_    
177,178,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,주문하고 다음날 바로 왔어요    양품 확인해본 결과 양품 온 것 같고  정품 등록도 완료 했어요  너무 예쁘고 기능도 신세계   고민은 시간만 늦출뿐이었네여 
178,179,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,저렴하게 잘 샀습니다  
179,180,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,정말좋네요 m1칩성능 굿
180,181,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,좋아요 빠른 배송 굿굿
181,182,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,완벽한 제품입니다 
182,183,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,가볍고 좋습니다   
183,184,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,사실 쿠팡보다 싸지도않고 그냥 그럼 쿠팡에서 사서 빨리받으셈
184,185,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,받아서 사용 1달 지났는데 만족하며 잘 사용중입니다 
185,186,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,너어어어무 좋아요 대만족하며 잘 쓰고 잇어요
186,187,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송이 빨리오지는 않았다는게 한가지 아쉬움이네요 맥북이야 말해뭐할까용 때깔 최고입니다 
187,188,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,비싼 제품인데 에어캡 하나 없이 와서 당황했네요  맥북 처음이라 버벅거리는데 잘 적응해볼게요 
188,189,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,작업 서브 노트북으로 맥북에어 구매하였습니다 만족스럽게 사용할 수 있네요 가벼워서 좋아요
189,190,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송도 빠르고 친절하고 성능도 만족 
190,191,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,빠른배송 아름다운 맥북    애케플 까먹고 안해서 속상   따로 가입해야죠 뭐
191,192,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,웹서핑  유튜브 감상  간단한 워드작업시 매우 편하게 사용 가능합니다 D
192,193,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,톡톡대화 빠른 확인이 아쉽습니다  나머진 좋습니다 
193,194,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송은 약간 늦었지만 기대했던것만큼의 품질 입니다
194,195,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송빠르고 아주 만족합니다 영상편집용으로 사용
195,196,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,가볍고 구동도 수월합니다  아주 만족스러워요 
196,197,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,정말 하우디 이벤트로 갖고싶던 맥북에어를 싸게 샀습니다   아이폰 에어팟과 완벽하게 연동되고 너무 예쁘고 좋습니다 배송이 좀 더뎠지만 물건은 하자없이 좋았고 포장도 꼼꼼했네요
197,198,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,최고로 잘 쓰고 있어요 맥북 채고 발열 없음
198,199,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,좋은 성능에 늘 만족하며 쓰고 있어요    
199,200,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송 칼이고 맥북도 너무 맘에 드네요
200,201,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,현재로서 가장 가성비 좋은 노트북
201,202,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,큰 하자없이 잘 도착했습니다
202,203,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,예쁨 다른 말이 필요없음
203,204,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,잘쓰고 잇어요 역시애츨 
204,205,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,아주좋아요 만족합니다
205,206,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,빠르게 배송되었습니다 맥북 에어도 문제없이 잘 돌아갑니다
206,207,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,최고 제품이지만 역시 좀 가격이 부담 하지만 전체적으로 만족
207,208,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,왜 진작 맥을 안썼을까  사람들이 불편하다고 하는데  저는 완전 적응이 바로 되네요  맥 os가 훨씬 편리한데요 
208,209,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,미개봉 상품이니 제품이야 말할것 없을것 같고 포장을 엄청 든든하게 해주셔서 놀랬습니다  공식홈보다 저렴하게 빨리 받아볼 수 있어서 매우 만족스럽습니다 
209,210,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,실버와 컬러 고민을 많이 했는데 스페이스그레이 예쁘네요  배송도 빠릅니다  
210,211,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송도 빠르고 쿠폰받아서 득템까지    아주 만족했던 쇼핑 
211,212,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송은 좀 느렸는데 상품은 만족해요
212,213,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,잘 받았어요  이쁘고 성능도 굿  
213,214,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,애플은 이곳에서 사야 빠르군요
214,215,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,젛아요 가볍고 부담없어요
215,216,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,잘산거 같아요 후회없어요
216,217,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,빠른 배송이 아주 좋아요
217,218,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,빠른배송 감사합니당
218,219,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,매우 베스트입니다 
219,220,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,제품에 만족합니다 
220,221,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,잘받았습니다  수고하세요
221,222,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송도 빠르고 좋네요
222,223,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,강추합니다
223,224,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,역시 맥북입니다  게다가 m1입니다 
224,225,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,추석연휴가 끼어서 늦게받을줄 알았는데 굉장히빨리 받았어요 배송상태도 좋았습니다  
225,226,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,발열  소음 없어서 열화도 덜할 것 같아서 업무용으로 사줬어요    보통 놋북 4년정도 쓰는데 더 오래 쓸 수 있길 바래요
226,227,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,맥북 처음 쓰는데 배터리 오래가고 성능이 정말 매우 좋아요  이전에 넘어왔었다면 그다지 흥미 못 붙였을거 같은데 지금은 매우 만족합니다 
227,228,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,말이 필요없는 화질과 사운드 만족하고 좋아요  기존 노트북과 운영체제가 달라서 어려움이 있지만 너무좋습니다 
228,229,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,디자인 성능 발열 소음 모든 부분에서 가격대비 지금 노트북들 중에 원탑입니다  대학생 노트북으로도 아주 좋아요  호환성 문제만 더 보완 되면 삼성 엘지 노트북 씹어먹습니다
229,230,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,좋아요좋아요좋아요요
230,231,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,엠원맥북에어는 사랑입니다 성능  디자인  휴대성 뭐   하나 빠지는게 없네요 굳  
231,232,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,만족합니다 감사합니다
232,233,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송 아주 좋구여  제춤 불량체크해봣더니 아무문제없이 동작중    좋네요 
233,234,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,회사 업무용으로 사줬어요    오래 잘 쓸수 있길 바래용
234,235,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,감사합니다 정말 저렴하게 잘 샀어요 고마워요
235,236,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,믿고쓰는 맥북에어  전 버젼보다 훨씬 좋아요
236,237,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,대학생 아들 무리없이 잘쓰고 있습니다
237,238,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,완전 빠르고  안전하게 포장되어왔네여
238,239,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,별탈없이 잘 쓰는 중입니다 맥북 굿
239,240,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,잘쓰고 있습니다  가볍고 빠르네요
240,241,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송 빠르고 안전하게 도착했어요
241,242,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,남친 선물용으로 구매했어요 개발이나 영상 그래픽쪽 종사자가 아닌 이상 이번 맥에어로도 충분하다는 평이 많아서 에어를 선택했는데 한달정도 사용해본 결과 만족스러워하고있습니다
242,243,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,잘도착해서 사용중입니다
243,244,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,아주 좋아요  정말
244,245,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송 빠르고 좋아요
245,246,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,너무 예뻐요         
246,247,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,다 좋은데 택배기사님이 주소 혼동하신건지 앞건물에 배송돼서 찾느라 애먹었네요
247,248,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송 진짜 너무 빨라요 하루만에 배송이 왔어요  제품 테스트 다 해봤는데  아주 만족 합니다 많이 판매하세요   
248,249,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,하자 없고 이쁘고 가격도 착해서 정말 좋아요 빠른배송까지 감사합니다    
249,250,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,상품 이상없이 아주 깨끗하게 왔고 빠른배송 너무 좋아요       잘 사용하겠습니다 감사합니다  
250,251,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송 겁나 빠름  재고가 없는게 맞긴한건지 아리송  19일 주문해서 20일 수령  적립도 해서 나름 최저가랑 별 차이 안남  만족합니다 
251,252,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송도 빠르고 제품에 하자없이 잘 받았습니다    
252,253,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,스페이스 그레이 색깔이쁘네요    인식도 부드럽고 정갈 깔끔 애플답게 언박싱할때 기분좋게 만들어놨네요 잘쓰겠습니다  
253,254,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,한글 키보드가 없어 영문으로 사용 중입니다  불편할 줄 알았는데  금방 적응이 되네요   
254,255,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,정말 빠른배송  굿  상태도 좋아요 
255,256,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,너무 좋습니다잘 쓸게요
256,257,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,빨리오고 에어라서 무소음티고 4k 영상 돌려도 발열도 없고 최고네여
257,258,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,빨리 배송 받았어요   문제  榴  제품 받아 만족합니다   
258,259,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,뭐라 꼭 찝기도 미안할 정도로맥북은 언제나 베스트네요 다들 애플제품은 빨리받고 싶자나요 다들 빨리오길 기대 하자나요 신속 정확  잘 받고 잘쓰고 있습니다  
259,260,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,역시 사길잘했어요 아이패드랑 어플홓한돼서 좋습니다
260,261,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,가성비 넘 조아요   배송도 빠르고 베스트 입니다  감사합니다
261,262,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,맥북은 훌륭합니다  16인치 M2 존버합니다 
262,263,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송 하루이틀 늦었지만 무사히 도착 감사요
263,264,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,역시 맥미니 입니다   M1이라 더욱 좋아요  
264,265,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,맥북에어 역시 고급스럽고 빠르네요
265,266,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,맥 설명이 따로 있나요 깔끔 그자체
266,267,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,맥 m1실리콘 만족합니다 빨라요
267,268,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,역시 좋아요 최고의 맥북 에어
268,269,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송 아주 빨라서 만족합니다
269,270,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송 빠르고 잘 쓰고 있어요
270,271,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,빠른배송에 잘 샀습니다 
271,272,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송 빠릅니다 하루만에 옴
272,273,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,18일 배송 잘 받았습니다   
273,274,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,이쁘네요 만족스럽습니다
274,275,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,맘에듭니다 잘쓸께요 
275,276,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,좋은 가격에 잘 샀어요
276,277,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,감사합니다  
277,278,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,좋아요 만족합니다 감사합니다
278,279,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,죠아요죠아요죠아요죠아요용 c아요죠아요죠아죠요저요죠아죠요자 B
279,280,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,큰 박스 안에 충격완화 박스  그 안에 애플 박스가 들어 있어요  맥북을 배송으로 받아본 건 처음인데 만족합니다  하루 정도 이것저것 돌려 보는데 확실히 발열 소음 획기적으로 줄어 들었네요 
280,281,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,갬성 죽입니다  이래서 맥북맥북하는군요
281,282,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,M1 맥북 죽이네요 배송도 빠르고 만족합니다 가격도 만족입니다
282,283,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,베스트 오브 베스트 최고입니다 
283,284,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요
284,285,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,스페이스 그레이랑 실버 중에서 어떤 색 살지 고민 많이 했는데 실버가 더 끌리긴 했어요  스그 물량만 풀려서 결국 스그 샀습니다 깔끔하니 예쁘네요
285,286,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,배송도 빠르고 포장 상태도 좋습니다
286,287,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,빠른배송에 좋아요  잘 삿어요
287,288,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,애플m1은 역시 명불허전입니다 고민하시면 바로 구매하라고 말해주고 싶네요
288,289,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,팬이 없어서 조용해요  근데 열 방출이 잘 되는건지 모르겠는데 일단 좋아요
289,290,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,후회없습니다  Python  Java 개발자인데 약간   의 세팅 후 별 문제 없이 사용하고 있습니다   추후 문제는 추후에     고민하지 마시고 바로 지르세요 
290,291,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,키보드 영어로 변경해서 주문했는데도 빨리 받았어요 
291,292,맥북 에어 2020년형 M1 256G 스페이스 그레이 MGN63KH/A,별점,5,맥북 입문   에어 깡통으로도 넘치는 성능입니다 
